	Item	Quantity	Expiration_Date	Cost_Per_Unit	Date
2540	Cheese	301	2025-04-17	45	2025-04-16
2541	Samosa	379	2025-04-28	15	2025-04-16
2542	Kachori	155	2025-04-30	15	2025-04-16
2543	Dhokla	434	2025-04-25	15	2025-04-16
2544	Vada Pav	404	2025-04-27	15	2025-04-16
2545	Pani Puri	492	2025-04-29	15	2025-04-16
2546	Cookies	386	2025-04-29	10	2025-04-16
2547	Masala Puri	130	2025-04-25	15	2025-04-16
2548	Samosa Chaat	208	2025-04-24	15	2025-04-16
2549	Small Mixture	117	2025-04-26	10	2025-04-16
2550	Tomato Ketchup	400	2025-06-01	10	2025-04-16
2551	Milk Bread	450	2025-04-26	20	2025-04-17
2552	Brown Bread	88	2025-04-24	20	2025-04-17
2553	Multigrain Bread	241	2025-04-24	20	2025-04-17
2554	Pav Bun	198	2025-04-25	20	2025-04-17
2555	Plain Cake	230	2025-04-26	150	2025-04-17
2556	Chilli Sauce	331	2025-05-22	10	2025-04-17
2557	Rasgulla	260	2025-04-20	35	2025-04-17
2558	Jalebi	65	2025-04-19	35	2025-04-17
2559	Soy Sauce	140	2025-06-04	10	2025-04-17
2560	Water	498	2025-05-27	10	2025-04-17
2561	Chocolate Cake	285	2025-04-27	150	2025-04-17
2562	Vanilla Cake	76	2025-04-28	150	2025-04-17
2563	Black Forest Cake	320	2025-04-25	150	2025-04-17
2564	Pineapple Cake	450	2025-04-28	150	2025-04-17
2565	Red Velvet Cake	495	2025-04-26	150	2025-04-17
2566	Milk	70	2025-04-18	45	2025-04-17
2567	Curd	82	2025-04-20	45	2025-04-17
2568	Paneer	311	2025-04-19	45	2025-04-17
2569	Butter	282	2025-04-20	45	2025-04-17
2570	Cheese	273	2025-04-18	45	2025-04-17
2571	Samosa	236	2025-05-01	15	2025-04-17
2572	Kachori	484	2025-04-26	15	2025-04-17
2573	Dhokla	292	2025-04-26	15	2025-04-17
2574	Vada Pav	216	2025-04-30	15	2025-04-17
2575	Pani Puri	150	2025-04-25	15	2025-04-17
2576	Cookies	120	2025-04-29	10	2025-04-17
2577	Masala Puri	83	2025-04-26	15	2025-04-17
2578	Samosa Chaat	86	2025-05-01	15	2025-04-17
2579	Small Mixture	192	2025-05-01	10	2025-04-17
2580	Tomato Ketchup	231	2025-06-07	10	2025-04-17
2581	Milk Bread	108	2025-04-28	20	2025-04-18
2582	Brown Bread	203	2025-05-01	20	2025-04-18
2583	Multigrain Bread	325	2025-04-28	20	2025-04-18
2584	Pav Bun	118	2025-05-02	20	2025-04-18
2585	Plain Cake	333	2025-04-27	150	2025-04-18
2586	Chilli Sauce	410	2025-06-16	10	2025-04-18
2587	Rasgulla	183	2025-04-19	35	2025-04-18
2588	Jalebi	436	2025-04-20	35	2025-04-18
2589	Soy Sauce	110	2025-05-21	10	2025-04-18
2590	Water	81	2025-06-13	10	2025-04-18
2591	Chocolate Cake	394	2025-04-29	150	2025-04-18
2592	Vanilla Cake	128	2025-04-25	150	2025-04-18
2593	Black Forest Cake	184	2025-04-30	150	2025-04-18
2594	Pineapple Cake	106	2025-04-29	150	2025-04-18
2595	Red Velvet Cake	76	2025-04-26	150	2025-04-18
2596	Milk	176	2025-04-20	45	2025-04-18
2597	Curd	250	2025-04-19	45	2025-04-18
2598	Paneer	381	2025-04-19	45	2025-04-18
2599	Butter	234	2025-04-20	45	2025-04-18
2600	Cheese	492	2025-04-19	45	2025-04-18
2601	Samosa	122	2025-04-30	15	2025-04-18
2602	Kachori	412	2025-05-02	15	2025-04-18
2603	Dhokla	102	2025-04-28	15	2025-04-18
2604	Vada Pav	467	2025-05-01	15	2025-04-18
2605	Pani Puri	400	2025-04-28	15	2025-04-18
2606	Cookies	373	2025-05-02	10	2025-04-18
2607	Masala Puri	270	2025-04-30	15	2025-04-18
2608	Samosa Chaat	137	2025-04-29	15	2025-04-18
2609	Small Mixture	231	2025-04-27	10	2025-04-18
2610	Tomato Ketchup	364	2025-05-19	10	2025-04-18
2611	Milk Bread	473	2025-04-28	20	2025-04-19
2612	Brown Bread	138	2025-05-01	20	2025-04-19
2613	Multigrain Bread	487	2025-04-26	20	2025-04-19
2614	Pav Bun	384	2025-04-30	20	2025-04-19
2615	Plain Cake	299	2025-04-29	150	2025-04-19
2616	Chilli Sauce	393	2025-05-20	10	2025-04-19
2617	Rasgulla	336	2025-04-20	35	2025-04-19
2618	Jalebi	348	2025-04-22	35	2025-04-19
2619	Soy Sauce	467	2025-05-21	10	2025-04-19
2620	Water	99	2025-06-03	10	2025-04-19
2621	Chocolate Cake	194	2025-05-02	150	2025-04-19
2622	Vanilla Cake	166	2025-05-02	150	2025-04-19
2623	Black Forest Cake	254	2025-04-28	150	2025-04-19
2624	Pineapple Cake	316	2025-04-30	150	2025-04-19
2625	Red Velvet Cake	270	2025-04-30	150	2025-04-19
2626	Milk	491	2025-04-22	45	2025-04-19
2627	Curd	258	2025-04-22	45	2025-04-19
2628	Paneer	245	2025-04-20	45	2025-04-19
2629	Butter	365	2025-04-22	45	2025-04-19
2630	Cheese	147	2025-04-21	45	2025-04-19
2631	Samosa	53	2025-05-01	15	2025-04-19
2632	Kachori	483	2025-04-28	15	2025-04-19
2633	Dhokla	268	2025-04-26	15	2025-04-19
2634	Vada Pav	471	2025-04-29	15	2025-04-19
2635	Pani Puri	161	2025-04-27	15	2025-04-19
2636	Cookies	362	2025-04-29	10	2025-04-19
2637	Masala Puri	116	2025-04-28	15	2025-04-19
2638	Samosa Chaat	169	2025-04-30	15	2025-04-19
2639	Small Mixture	351	2025-04-30	10	2025-04-19
2640	Tomato Ketchup	90	2025-06-15	10	2025-04-19
2641	Milk Bread	192	2025-05-02	20	2025-04-20
2642	Brown Bread	423	2025-04-30	20	2025-04-20
2643	Multigrain Bread	194	2025-04-28	20	2025-04-20
2644	Pav Bun	391	2025-04-27	20	2025-04-20
2645	Plain Cake	375	2025-04-30	150	2025-04-20
2646	Chilli Sauce	255	2025-06-12	10	2025-04-20
2647	Rasgulla	390	2025-04-23	35	2025-04-20
2648	Jalebi	113	2025-04-21	35	2025-04-20
2649	Soy Sauce	296	2025-05-21	10	2025-04-20
2650	Water	377	2025-05-29	10	2025-04-20
2651	Chocolate Cake	189	2025-04-30	150	2025-04-20
2652	Vanilla Cake	351	2025-04-29	150	2025-04-20
2653	Black Forest Cake	374	2025-04-29	150	2025-04-20
2654	Pineapple Cake	300	2025-05-01	150	2025-04-20
2655	Red Velvet Cake	474	2025-05-04	150	2025-04-20
2656	Milk	187	2025-04-21	45	2025-04-20
2657	Curd	358	2025-04-21	45	2025-04-20
2658	Paneer	422	2025-04-22	45	2025-04-20
2659	Butter	109	2025-04-23	45	2025-04-20
2660	Cheese	424	2025-04-23	45	2025-04-20
2661	Samosa	64	2025-04-29	15	2025-04-20
2662	Kachori	273	2025-05-03	15	2025-04-20
2663	Dhokla	347	2025-04-30	15	2025-04-20
2664	Vada Pav	400	2025-04-29	15	2025-04-20
2665	Pani Puri	487	2025-05-03	15	2025-04-20
2666	Cookies	155	2025-04-29	10	2025-04-20
2667	Masala Puri	254	2025-04-29	15	2025-04-20
2668	Samosa Chaat	166	2025-04-27	15	2025-04-20
2669	Small Mixture	175	2025-04-30	10	2025-04-20
2670	Tomato Ketchup	199	2025-06-01	10	2025-04-20
2671	Milk Bread	76	2025-05-04	20	2025-04-21
2672	Brown Bread	370	2025-05-03	20	2025-04-21
2673	Multigrain Bread	418	2025-05-04	20	2025-04-21
2674	Pav Bun	362	2025-05-03	20	2025-04-21
2675	Plain Cake	196	2025-05-02	150	2025-04-21
2676	Chilli Sauce	298	2025-06-18	10	2025-04-21
2677	Rasgulla	195	2025-04-22	35	2025-04-21
2678	Jalebi	196	2025-04-23	35	2025-04-21
2679	Soy Sauce	379	2025-06-08	10	2025-04-21
2680	Water	251	2025-05-30	10	2025-04-21
2681	Chocolate Cake	224	2025-04-29	150	2025-04-21
2682	Vanilla Cake	253	2025-05-02	150	2025-04-21
2683	Black Forest Cake	224	2025-05-02	150	2025-04-21
2684	Pineapple Cake	452	2025-05-04	150	2025-04-21
2685	Red Velvet Cake	56	2025-04-30	150	2025-04-21
2686	Milk	427	2025-04-23	45	2025-04-21
2687	Curd	214	2025-04-22	45	2025-04-21
2688	Paneer	221	2025-04-24	45	2025-04-21
2689	Butter	145	2025-04-23	45	2025-04-21
2690	Cheese	363	2025-04-24	45	2025-04-21
2691	Samosa	400	2025-05-03	15	2025-04-21
2692	Kachori	131	2025-05-04	15	2025-04-21
2693	Dhokla	438	2025-05-02	15	2025-04-21
2694	Vada Pav	362	2025-05-01	15	2025-04-21
2695	Pani Puri	165	2025-04-29	15	2025-04-21
2696	Cookies	423	2025-04-30	10	2025-04-21
2697	Masala Puri	67	2025-04-28	15	2025-04-21
2698	Samosa Chaat	216	2025-05-02	15	2025-04-21
2699	Small Mixture	343	2025-04-29	10	2025-04-21
2700	Tomato Ketchup	87	2025-06-14	10	2025-04-21
